downtime_id,machine_id,date,downtime_category,duration_hours,downtime_cost,shift_affected,was_scheduled,impact_description
DT-001031,MCH-006,2024-10-14,Tooling Change,0.61,13.66,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001032,MCH-006,2024-10-23,Tooling Change,0.42,9.41,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001033,MCH-006,2025-01-10,Tooling Change,0.5,11.23,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001034,MCH-006,2025-01-16,Tooling Change,0.85,19.13,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001035,MCH-006,2025-07-23,Tooling Change,0.54,12.15,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001036,MCH-006,2025-10-02,Material Shortage,7.36,165.54,Morning (6AM-2PM),False,Waiting for material delivery
DT-001037,MCH-006,2025-04-16,Quality Hold,1.89,42.53,Morning (6AM-2PM),False,Production paused pending quality investigation
DT-001038,MCH-006,2024-03-06,Quality Hold,1.74,39.18,Night (10PM-6AM),False,Production paused pending quality investigation
DT-001039,MCH-006,2025-09-16,Quality Hold,1.35,30.38,Afternoon (2PM-10PM),False,Production paused pending quality investigation
DT-001040,MCH-006,2024-07-18,Quality Hold,2.09,47.09,Night (10PM-6AM),False,Production paused pending quality investigation
DT-001041,MCH-006,2024-01-16,Quality Hold,1.7,38.27,Night (10PM-6AM),False,Production paused pending quality investigation
DT-001042,MCH-006,2024-06-05,Quality Hold,2.12,47.68,Morning (6AM-2PM),False,Production paused pending quality investigation
DT-001043,MCH-006,2024-07-17,Quality Hold,2.09,47.09,Afternoon (2PM-10PM),False,Production paused pending quality investigation
DT-001044,MCH-006,2024-01-03,Quality Hold,3.33,75.03,Afternoon (2PM-10PM),False,Production paused pending quality investigation
DT-001045,MCH-006,2025-12-30,Quality Hold,2.5,56.19,Morning (6AM-2PM),False,Production paused pending quality investigation
DT-001046,MCH-006,2025-04-30,Quality Hold,2.78,62.57,Morning (6AM-2PM),False,Production paused pending quality investigation
DT-001047,MCH-006,2024-06-04,Calibration,1.39,31.29,Night (10PM-6AM),True,Periodic calibration per quality standard
DT-001048,MCH-006,2025-06-27,Calibration,1.09,24.61,Night (10PM-6AM),True,Periodic calibration per quality standard
DT-001049,MCH-006,2025-08-29,Calibration,1.08,24.3,Night (10PM-6AM),True,Periodic calibration per quality standard
DT-001050,MCH-006,2024-06-05,Calibration,1.46,32.8,Morning (6AM-2PM),True,Periodic calibration per quality standard
DT-001051,MCH-006,2025-01-24,Calibration,1.04,23.38,Night (10PM-6AM),True,Periodic calibration per quality standard
DT-001052,MCH-006,2024-06-20,Calibration,0.82,18.52,Morning (6AM-2PM),True,Periodic calibration per quality standard
DT-001053,MCH-006,2024-07-31,Calibration,1.53,34.32,Morning (6AM-2PM),True,Periodic calibration per quality standard
DT-001054,MCH-006,2025-03-13,Calibration,1.13,25.52,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-001055,MCH-006,2024-02-01,Calibration,0.81,18.23,Morning (6AM-2PM),True,Periodic calibration per quality standard
DT-001056,MCH-006,2025-08-11,Calibration,1.58,35.53,Morning (6AM-2PM),True,Periodic calibration per quality standard
DT-001057,MCH-006,2024-11-15,Calibration,1.49,33.41,Night (10PM-6AM),True,Periodic calibration per quality standard
DT-001058,MCH-006,2024-10-24,Calibration,1.9,42.82,Morning (6AM-2PM),True,Periodic calibration per quality standard
DT-001059,MCH-006,2024-09-26,Calibration,1.16,26.12,Night (10PM-6AM),True,Periodic calibration per quality standard
DT-001060,MCH-006,2025-05-26,Calibration,1.3,29.16,Night (10PM-6AM),True,Periodic calibration per quality standard
DT-001061,MCH-006,2024-05-22,Calibration,1.09,24.61,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-001062,MCH-006,2024-03-13,Calibration,0.96,21.56,Night (10PM-6AM),True,Periodic calibration per quality standard
DT-001063,MCH-006,2025-06-12,Calibration,1.5,33.72,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-001064,MCH-007,2025-10-08,Planned Maintenance,3.16,71.08,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-001065,MCH-007,2025-10-31,Planned Maintenance,2.3,51.64,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-001066,MCH-007,2025-04-28,Planned Maintenance,3.58,80.49,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-001067,MCH-007,2025-06-25,Planned Maintenance,2.08,46.78,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-001068,MCH-007,2024-12-20,Planned Maintenance,4.09,92.03,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-001069,MCH-007,2025-05-01,Planned Maintenance,2.85,64.1,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-001070,MCH-007,2024-11-29,Planned Maintenance,2.15,48.29,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-001071,MCH-007,2025-12-30,Planned Maintenance,3.08,69.26,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-001072,MCH-007,2025-05-12,Planned Maintenance,2.13,47.99,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-001073,MCH-007,2024-12-09,Planned Maintenance,2.21,49.82,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-001074,MCH-007,2025-01-21,Planned Maintenance,2.32,52.24,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-001075,MCH-007,2024-10-29,Planned Maintenance,3.15,70.77,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-001076,MCH-007,2024-05-06,Planned Maintenance,0.65,14.58,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-001077,MCH-007,2025-06-04,Planned Maintenance,1.89,42.53,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-001078,MCH-007,2025-06-26,Planned Maintenance,2.01,45.25,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-001079,MCH-007,2024-05-02,Planned Maintenance,2.77,62.26,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-001080,MCH-007,2024-05-28,Planned Maintenance,2.52,56.79,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-001081,MCH-007,2024-03-04,Planned Maintenance,2.04,45.87,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-001082,MCH-007,2024-07-09,Planned Maintenance,2.75,61.96,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-001083,MCH-007,2025-04-03,Planned Maintenance,3.73,83.84,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-001084,MCH-007,2025-04-23,Planned Maintenance,2.96,66.51,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-001085,MCH-007,2024-02-16,Planned Maintenance,1.77,39.78,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-001086,MCH-007,2025-10-02,Planned Maintenance,1.55,34.94,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-001087,MCH-007,2025-06-11,Planned Maintenance,2.13,47.99,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-001088,MCH-007,2025-01-31,Planned Maintenance,2.38,53.46,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-001089,MCH-007,2024-01-05,Planned Maintenance,3.59,80.8,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-001090,MCH-007,2024-06-20,Planned Maintenance,2.34,52.54,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-001091,MCH-007,2024-03-08,Planned Maintenance,3.92,88.09,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-001092,MCH-007,2025-07-08,Planned Maintenance,0.34,7.59,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-001093,MCH-007,2024-04-11,Planned Maintenance,2.05,46.17,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-001094,MCH-007,2025-04-21,Planned Maintenance,3.19,71.68,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-001095,MCH-007,2024-02-08,Planned Maintenance,1.47,33.1,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-001096,MCH-007,2024-10-23,Unplanned Breakdown,5.48,669.84,Night (10PM-6AM),False,Emergency repair required - jobs delayed
DT-001097,MCH-007,2025-06-25,Unplanned Breakdown,10.44,899.4,Morning (6AM-2PM),False,Emergency repair required - jobs delayed
DT-001098,MCH-007,2025-12-23,Unplanned Breakdown,6.32,729.04,Morning (6AM-2PM),False,Emergency repair required - jobs delayed
DT-001099,MCH-007,2025-02-05,Unplanned Breakdown,4.67,387.99,Night (10PM-6AM),False,Emergency repair required - jobs delayed
DT-001100,MCH-007,2025-06-11,Unplanned Breakdown,3.86,557.81,Afternoon (2PM-10PM),False,Emergency repair required - jobs delayed
DT-001101,MCH-007,2025-05-19,Unplanned Breakdown,5.22,274.94,Afternoon (2PM-10PM),False,Emergency repair required - jobs delayed
DT-001102,MCH-007,2024-05-08,Unplanned Breakdown,4.79,377.64,Afternoon (2PM-10PM),False,Emergency repair required - jobs delayed
DT-001103,MCH-007,2024-09-23,Unplanned Breakdown,5.2,702.99,Morning (6AM-2PM),False,Emergency repair required - jobs delayed
DT-001104,MCH-007,2025-09-08,Unplanned Breakdown,3.28,429.31,Night (10PM-6AM),False,Emergency repair required - jobs delayed
DT-001105,MCH-007,2024-06-27,Unplanned Breakdown,7.37,588.75,Morning (6AM-2PM),False,Emergency repair required - jobs delayed
DT-001106,MCH-007,2024-01-01,Unplanned Breakdown,3.09,666.79,Night (10PM-6AM),False,Emergency repair required - jobs delayed
DT-001107,MCH-007,2024-10-17,Unplanned Breakdown,3.89,580.64,Afternoon (2PM-10PM),False,Emergency repair required - jobs delayed
DT-001108,MCH-007,2025-01-24,Unplanned Breakdown,4.29,625.98,Night (10PM-6AM),False,Emergency repair required - jobs delayed
DT-001109,MCH-007,2025-02-28,Unplanned Breakdown,3.15,639.12,Night (10PM-6AM),False,Emergency repair required - jobs delayed
DT-001110,MCH-007,2025-08-29,Unplanned Breakdown,4.97,301.67,Morning (6AM-2PM),False,Emergency repair required - jobs delayed
DT-001111,MCH-007,2025-12-10,Unplanned Breakdown,5.41,374.44,Night (10PM-6AM),False,Emergency repair required - jobs delayed
DT-001112,MCH-007,2025-06-02,Unplanned Breakdown,5.25,253.45,Morning (6AM-2PM),False,Emergency repair required - jobs delayed
DT-001113,MCH-007,2025-09-11,Unplanned Breakdown,4.36,639.04,Afternoon (2PM-10PM),False,Emergency repair required - jobs delayed
DT-001114,MCH-007,2025-11-10,Unplanned Breakdown,3.71,340.12,Afternoon (2PM-10PM),False,Emergency repair required - jobs delayed
DT-001115,MCH-007,2025-03-26,Unplanned Breakdown,3.02,535.77,Night (10PM-6AM),False,Emergency repair required - jobs delayed
DT-001116,MCH-007,2025-10-22,Unplanned Breakdown,6.4,573.83,Morning (6AM-2PM),False,Emergency repair required - jobs delayed
DT-001117,MCH-007,2025-11-14,Tooling Change,0.49,10.94,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001118,MCH-007,2025-10-14,Tooling Change,0.96,21.56,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001119,MCH-007,2024-02-27,Tooling Change,0.62,13.97,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001120,MCH-007,2024-08-08,Tooling Change,0.97,21.87,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001121,MCH-007,2025-11-06,Tooling Change,0.73,16.4,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001122,MCH-007,2025-04-02,Tooling Change,0.62,13.97,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001123,MCH-007,2024-06-21,Tooling Change,0.53,11.85,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001124,MCH-007,2024-12-12,Tooling Change,0.62,13.97,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001125,MCH-007,2025-06-19,Tooling Change,0.54,12.15,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001126,MCH-007,2024-11-25,Tooling Change,0.63,14.27,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001127,MCH-007,2025-03-03,Tooling Change,1.04,23.38,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001128,MCH-007,2024-06-13,Tooling Change,0.34,7.59,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001129,MCH-007,2025-04-29,Tooling Change,0.34,7.59,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001130,MCH-007,2025-05-20,Tooling Change,0.51,11.54,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001131,MCH-007,2025-04-04,Tooling Change,0.66,14.89,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001132,MCH-007,2024-06-10,Tooling Change,0.55,12.45,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001133,MCH-007,2025-05-06,Tooling Change,0.58,13.05,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001134,MCH-007,2025-04-08,Tooling Change,0.77,17.31,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001135,MCH-007,2024-04-26,Tooling Change,0.81,18.23,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001136,MCH-007,2024-12-23,Tooling Change,0.34,7.59,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001137,MCH-007,2024-09-04,Tooling Change,0.54,12.15,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001138,MCH-007,2024-01-18,Tooling Change,0.7,15.8,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001139,MCH-007,2024-02-15,Tooling Change,0.89,20.05,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001140,MCH-007,2025-01-01,Tooling Change,0.57,12.76,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001141,MCH-007,2024-03-19,Tooling Change,0.63,14.27,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001142,MCH-007,2024-01-11,Tooling Change,0.76,17.01,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001143,MCH-007,2024-06-10,Tooling Change,0.58,13.05,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001144,MCH-007,2025-09-17,Tooling Change,0.63,14.27,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001145,MCH-007,2024-07-15,Tooling Change,0.76,17.01,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001146,MCH-007,2025-06-24,Tooling Change,0.88,19.74,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001147,MCH-007,2024-04-22,Tooling Change,0.89,20.05,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001148,MCH-007,2025-01-16,Tooling Change,0.62,13.97,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001149,MCH-007,2025-09-18,Tooling Change,0.93,20.95,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001150,MCH-007,2024-03-01,Tooling Change,0.34,7.59,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001151,MCH-007,2024-01-26,Tooling Change,0.49,10.94,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001152,MCH-007,2025-04-22,Tooling Change,0.68,15.19,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001153,MCH-007,2024-09-09,Tooling Change,0.72,16.09,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001154,MCH-007,2024-12-05,Tooling Change,0.77,17.31,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001155,MCH-007,2025-09-29,Tooling Change,0.59,13.37,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001156,MCH-007,2024-08-23,Tooling Change,1.26,28.26,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001157,MCH-007,2024-04-22,Tooling Change,0.34,7.59,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001158,MCH-007,2025-04-28,Tooling Change,0.99,22.18,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001159,MCH-007,2024-01-26,Tooling Change,0.65,14.58,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001160,MCH-007,2024-03-08,Tooling Change,0.92,20.66,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001161,MCH-007,2024-12-18,Tooling Change,0.66,14.89,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001162,MCH-007,2024-04-16,Tooling Change,1.11,24.91,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001163,MCH-007,2025-12-04,Tooling Change,0.57,12.76,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001164,MCH-007,2024-12-17,Tooling Change,0.69,15.48,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001165,MCH-007,2025-05-27,Tooling Change,0.49,10.94,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001166,MCH-007,2025-10-17,Tooling Change,0.68,15.19,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001167,MCH-007,2025-07-10,Tooling Change,0.93,20.95,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001168,MCH-007,2024-08-02,Tooling Change,0.57,12.76,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001169,MCH-007,2025-06-19,Tooling Change,0.38,8.51,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001170,MCH-007,2024-12-04,Tooling Change,0.42,9.41,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001171,MCH-007,2025-10-15,Tooling Change,0.9,20.34,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001172,MCH-007,2024-10-08,Tooling Change,0.57,12.76,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001173,MCH-007,2025-12-04,Tooling Change,0.34,7.59,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001174,MCH-007,2025-07-11,Tooling Change,0.72,16.09,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001175,MCH-007,2025-09-16,Tooling Change,0.96,21.56,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001176,MCH-007,2024-07-11,Tooling Change,0.49,10.94,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001177,MCH-007,2025-01-01,Tooling Change,0.65,14.58,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001178,MCH-007,2024-08-26,Tooling Change,0.42,9.41,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001179,MCH-007,2025-09-12,Tooling Change,1.03,23.09,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001180,MCH-007,2024-11-13,Tooling Change,0.7,15.8,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001181,MCH-007,2025-05-29,Tooling Change,0.78,17.62,Night (10PM-6AM),False,Tool replacement for new job setup
DT-001182,MCH-007,2025-08-29,Tooling Change,0.47,10.64,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-001183,MCH-007,2024-10-07,Tooling Change,0.63,14.27,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-001184,MCH-007,2024-06-05,Tooling Change,0.63,14.27,Morning (6AM-2PM),False,Tool replacement for new job setup
