quality_event_id,production_id,job_order_id,product_id,machine_id,operator_id,date,defect_type,severity,disposition,rework_cost,root_cause,corrective_action_taken
QE-001335,PRD-RUN-000699,JOB-00176,PRD-007,MCH-011,OPR-001,2024-05-30,Surface Finish Defect,Major,Use As-Is,0.0,Material Variation,False
QE-001336,PRD-RUN-000699,JOB-00176,PRD-007,MCH-011,OPR-001,2024-05-30,Contamination,Major,Rework,23.78,Machine Calibration,False
QE-001337,PRD-RUN-000699,JOB-00176,PRD-007,MCH-011,OPR-001,2024-05-30,Alignment Error,Minor,Rework,17.07,Operator Error,False
QE-001338,PRD-RUN-000700,JOB-00176,PRD-007,MCH-018,OPR-015,2024-05-30,Surface Finish Defect,Major,Scrap,61.37,Machine Calibration,True
QE-001339,PRD-RUN-000700,JOB-00176,PRD-007,MCH-018,OPR-015,2024-05-30,Crack/Fracture,Major,Scrap,58.73,Machine Calibration,False
QE-001340,PRD-RUN-000700,JOB-00176,PRD-007,MCH-018,OPR-015,2024-05-30,Crack/Fracture,Minor,Use As-Is,0.0,Machine Calibration,True
QE-001341,PRD-RUN-000701,JOB-00177,PRD-006,MCH-007,OPR-014,2025-12-10,Assembly Error,Minor,Rework,73.22,Process Drift,True
QE-001342,PRD-RUN-000701,JOB-00177,PRD-006,MCH-007,OPR-014,2025-12-10,Assembly Error,Minor,Scrap,12.88,Material Variation,False
QE-001343,PRD-RUN-000702,JOB-00177,PRD-006,MCH-010,OPR-013,2025-12-10,Crack/Fracture,Minor,Rework,93.73,Environmental,True
QE-001344,PRD-RUN-000703,JOB-00177,PRD-006,MCH-012,OPR-008,2025-12-10,Material Defect,Minor,Rework,88.88,Tool Wear,False
QE-001345,PRD-RUN-000704,JOB-00177,PRD-006,MCH-018,OPR-012,2025-12-10,Material Defect,Major,Scrap,12.75,Process Drift,False
QE-001346,PRD-RUN-000704,JOB-00177,PRD-006,MCH-018,OPR-012,2025-12-10,Assembly Error,Minor,Rework,49.12,Material Variation,False
QE-001347,PRD-RUN-000705,JOB-00178,PRD-007,MCH-003,OPR-016,2024-02-21,Material Defect,Minor,Rework,116.0,Process Drift,True
QE-001348,PRD-RUN-000706,JOB-00178,PRD-007,MCH-010,OPR-013,2024-02-21,Crack/Fracture,Minor,Rework,57.6,Environmental,True
QE-001349,PRD-RUN-000707,JOB-00178,PRD-007,MCH-009,OPR-002,2024-02-21,Dimensional Out-of-Spec,Minor,Use As-Is,0.0,Process Drift,True
QE-001350,PRD-RUN-000708,JOB-00178,PRD-007,MCH-011,OPR-004,2024-02-21,Contamination,Major,Rework,36.95,Operator Error,False
QE-001351,PRD-RUN-000709,JOB-00178,PRD-007,MCH-018,OPR-014,2024-02-21,Tool Wear Damage,Major,Rework,115.81,Material Variation,True
QE-001352,PRD-RUN-000710,JOB-00179,PRD-002,MCH-006,OPR-013,2025-04-08,Assembly Error,Major,Rework,89.15,Material Variation,False
QE-001353,PRD-RUN-000711,JOB-00179,PRD-002,MCH-011,OPR-006,2025-04-08,Assembly Error,Major,Rework,73.63,Process Drift,True
QE-001354,PRD-RUN-000712,JOB-00179,PRD-002,MCH-014,OPR-010,2025-04-08,Crack/Fracture,Major,Scrap,54.8,Machine Calibration,True
QE-001355,PRD-RUN-000713,JOB-00179,PRD-002,MCH-017,OPR-005,2025-04-08,Assembly Error,Major,Rework,38.31,Material Variation,True
QE-001356,PRD-RUN-000714,JOB-00180,PRD-007,MCH-002,OPR-011,2024-01-02,Dimensional Out-of-Spec,Major,Scrap,56.09,Machine Calibration,True
QE-001357,PRD-RUN-000715,JOB-00180,PRD-007,MCH-008,OPR-003,2024-01-02,Contamination,Minor,Rework,43.72,Operator Error,True
QE-001358,PRD-RUN-000716,JOB-00180,PRD-007,MCH-009,OPR-005,2024-01-02,Tool Wear Damage,Minor,Rework,105.61,Environmental,True
QE-001359,PRD-RUN-000717,JOB-00180,PRD-007,MCH-012,OPR-015,2024-01-02,Assembly Error,Minor,Rework,29.36,Material Variation,False
QE-001360,PRD-RUN-000718,JOB-00180,PRD-007,MCH-018,OPR-006,2024-01-02,Assembly Error,Minor,Use As-Is,0.0,Machine Calibration,True
QE-001361,PRD-RUN-000719,JOB-00181,PRD-007,MCH-004,OPR-001,2025-06-02,Contamination,Major,Scrap,43.83,Operator Error,True
QE-001362,PRD-RUN-000719,JOB-00181,PRD-007,MCH-004,OPR-001,2025-06-02,Tool Wear Damage,Minor,Rework,40.6,Material Variation,False
QE-001363,PRD-RUN-000720,JOB-00181,PRD-007,MCH-010,OPR-005,2025-06-02,Surface Finish Defect,Minor,Rework,60.95,Environmental,False
QE-001364,PRD-RUN-000721,JOB-00181,PRD-007,MCH-008,OPR-006,2025-06-02,Material Defect,Minor,Use As-Is,0.0,Tool Wear,True
QE-001365,PRD-RUN-000721,JOB-00181,PRD-007,MCH-008,OPR-006,2025-06-02,Tool Wear Damage,Minor,Rework,28.97,Material Variation,False
QE-001366,PRD-RUN-000722,JOB-00181,PRD-007,MCH-012,OPR-010,2025-06-03,Surface Finish Defect,Minor,Rework,72.17,Environmental,False
QE-001367,PRD-RUN-000722,JOB-00181,PRD-007,MCH-012,OPR-010,2025-06-03,Tool Wear Damage,Minor,Rework,91.94,Machine Calibration,True
QE-001368,PRD-RUN-000723,JOB-00181,PRD-007,MCH-017,OPR-006,2025-06-03,Surface Finish Defect,Minor,Use As-Is,0.0,Operator Error,True
QE-001369,PRD-RUN-000723,JOB-00181,PRD-007,MCH-017,OPR-006,2025-06-03,Tool Wear Damage,Minor,Use As-Is,0.0,Machine Calibration,True
QE-001370,PRD-RUN-000724,JOB-00182,PRD-008,MCH-002,OPR-007,2024-10-17,Tool Wear Damage,Critical,Scrap,6.05,Operator Error,False
QE-001371,PRD-RUN-000724,JOB-00182,PRD-008,MCH-002,OPR-007,2024-10-17,Assembly Error,Minor,Rework,108.16,Material Variation,True
QE-001372,PRD-RUN-000725,JOB-00182,PRD-008,MCH-009,OPR-003,2024-10-17,Crack/Fracture,Major,Scrap,11.11,Material Variation,True
QE-001373,PRD-RUN-000725,JOB-00182,PRD-008,MCH-009,OPR-003,2024-10-17,Dimensional Out-of-Spec,Minor,Use As-Is,0.0,Machine Calibration,False
QE-001374,PRD-RUN-000726,JOB-00182,PRD-008,MCH-014,OPR-005,2024-10-18,Surface Finish Defect,Major,Rework,20.34,Process Drift,True
QE-001375,PRD-RUN-000726,JOB-00182,PRD-008,MCH-014,OPR-005,2024-10-18,Material Defect,Major,Rework,22.18,Environmental,True
QE-001376,PRD-RUN-000727,JOB-00182,PRD-008,MCH-018,OPR-001,2024-10-19,Material Defect,Minor,Scrap,9.44,Material Variation,False
QE-001377,PRD-RUN-000727,JOB-00182,PRD-008,MCH-018,OPR-001,2024-10-19,Dimensional Out-of-Spec,Major,Use As-Is,0.0,Environmental,True
QE-001378,PRD-RUN-000727,JOB-00182,PRD-008,MCH-018,OPR-001,2024-10-19,Tool Wear Damage,Minor,Rework,47.92,Operator Error,False
QE-001379,PRD-RUN-000728,JOB-00183,PRD-003,MCH-004,OPR-006,2025-09-18,Contamination,Minor,Rework,66.5,Operator Error,False
QE-001380,PRD-RUN-000729,JOB-00183,PRD-003,MCH-009,OPR-004,2025-09-18,Surface Finish Defect,Minor,Rework,74.58,Material Variation,False
QE-001381,PRD-RUN-000730,JOB-00183,PRD-003,MCH-006,OPR-013,2025-09-18,Contamination,Minor,Rework,81.96,Tool Wear,True
QE-001382,PRD-RUN-000731,JOB-00183,PRD-003,MCH-017,OPR-016,2025-09-18,Contamination,Minor,Use As-Is,0.0,Operator Error,False
QE-001383,PRD-RUN-000732,JOB-00184,PRD-002,MCH-007,OPR-013,2024-12-09,Material Defect,Critical,Scrap,53.68,Tool Wear,False
QE-001384,PRD-RUN-000733,JOB-00184,PRD-002,MCH-012,OPR-008,2024-12-09,Dimensional Out-of-Spec,Major,Scrap,57.57,Machine Calibration,False
QE-001385,PRD-RUN-000734,JOB-00184,PRD-002,MCH-013,OPR-013,2024-12-09,Tool Wear Damage,Minor,Rework,78.7,Machine Calibration,True
QE-001386,PRD-RUN-000735,JOB-00184,PRD-002,MCH-017,OPR-011,2024-12-09,Surface Finish Defect,Minor,Rework,26.03,Operator Error,False
QE-001387,PRD-RUN-000736,JOB-00185,PRD-005,MCH-002,OPR-013,2025-08-06,Assembly Error,Minor,Rework,29.3,Tool Wear,False
QE-001388,PRD-RUN-000737,JOB-00185,PRD-005,MCH-009,OPR-010,2025-08-06,Dimensional Out-of-Spec,Minor,Use As-Is,0.0,Operator Error,False
QE-001389,PRD-RUN-000738,JOB-00185,PRD-005,MCH-016,OPR-013,2025-08-06,Contamination,Minor,Use As-Is,0.0,Process Drift,True
QE-001390,PRD-RUN-000739,JOB-00185,PRD-005,MCH-017,OPR-012,2025-08-06,Material Defect,Major,Rework,79.44,Tool Wear,False
QE-001391,PRD-RUN-000740,JOB-00186,PRD-004,MCH-006,OPR-001,2024-06-11,Tool Wear Damage,Major,Rework,89.42,Operator Error,False
QE-001392,PRD-RUN-000740,JOB-00186,PRD-004,MCH-006,OPR-001,2024-06-11,Contamination,Minor,Rework,94.18,Machine Calibration,False
QE-001393,PRD-RUN-000741,JOB-00186,PRD-004,MCH-011,OPR-006,2024-06-11,Dimensional Out-of-Spec,Minor,Rework,69.46,Tool Wear,True
QE-001394,PRD-RUN-000741,JOB-00186,PRD-004,MCH-011,OPR-006,2024-06-11,Tool Wear Damage,Minor,Rework,78.04,Operator Error,False
QE-001395,PRD-RUN-000742,JOB-00186,PRD-004,MCH-017,OPR-012,2024-06-11,Assembly Error,Minor,Rework,117.33,Machine Calibration,True
QE-001396,PRD-RUN-000742,JOB-00186,PRD-004,MCH-017,OPR-012,2024-06-11,Contamination,Minor,Use As-Is,0.0,Tool Wear,False
QE-001397,PRD-RUN-000743,JOB-00187,PRD-002,MCH-006,OPR-011,2024-08-07,Alignment Error,Major,Rework,51.56,Environmental,False
QE-001398,PRD-RUN-000743,JOB-00187,PRD-002,MCH-006,OPR-011,2024-08-07,Crack/Fracture,Minor,Rework,37.49,Environmental,False
QE-001399,PRD-RUN-000743,JOB-00187,PRD-002,MCH-006,OPR-011,2024-08-07,Crack/Fracture,Minor,Rework,116.74,Environmental,True
QE-001400,PRD-RUN-000744,JOB-00187,PRD-002,MCH-011,OPR-013,2024-08-07,Alignment Error,Major,Rework,111.47,Machine Calibration,False
QE-001401,PRD-RUN-000745,JOB-00187,PRD-002,MCH-013,OPR-008,2024-08-08,Assembly Error,Major,Scrap,31.22,Machine Calibration,False
QE-001402,PRD-RUN-000745,JOB-00187,PRD-002,MCH-013,OPR-008,2024-08-08,Surface Finish Defect,Minor,Rework,57.2,Tool Wear,False
QE-001403,PRD-RUN-000746,JOB-00187,PRD-002,MCH-017,OPR-016,2024-08-09,Surface Finish Defect,Major,Scrap,53.78,Material Variation,True
QE-001404,PRD-RUN-000746,JOB-00187,PRD-002,MCH-017,OPR-016,2024-08-09,Assembly Error,Major,Scrap,36.5,Process Drift,True
QE-001405,PRD-RUN-000746,JOB-00187,PRD-002,MCH-017,OPR-016,2024-08-09,Contamination,Critical,Scrap,31.99,Environmental,True
QE-001406,PRD-RUN-000747,JOB-00188,PRD-005,MCH-002,OPR-002,2025-01-24,Contamination,Major,Scrap,28.5,Process Drift,False
QE-001407,PRD-RUN-000748,JOB-00188,PRD-005,MCH-008,OPR-010,2025-01-24,Contamination,Minor,Rework,74.3,Operator Error,False
QE-001408,PRD-RUN-000749,JOB-00188,PRD-005,MCH-016,OPR-003,2025-01-24,Contamination,Minor,Rework,39.18,Tool Wear,False
QE-001409,PRD-RUN-000750,JOB-00188,PRD-005,MCH-018,OPR-013,2025-01-24,Material Defect,Minor,Rework,42.08,Tool Wear,True
QE-001410,PRD-RUN-000755,JOB-00190,PRD-003,MCH-003,OPR-014,2025-12-29,Contamination,Minor,Rework,16.59,Operator Error,True
QE-001411,PRD-RUN-000755,JOB-00190,PRD-003,MCH-003,OPR-014,2025-12-29,Tool Wear Damage,Minor,Use As-Is,0.0,Tool Wear,True
QE-001412,PRD-RUN-000756,JOB-00190,PRD-003,MCH-008,OPR-006,2025-12-29,Tool Wear Damage,Major,Rework,91.22,Material Variation,False
QE-001413,PRD-RUN-000756,JOB-00190,PRD-003,MCH-008,OPR-006,2025-12-29,Assembly Error,Minor,Rework,103.58,Material Variation,False
QE-001414,PRD-RUN-000757,JOB-00190,PRD-003,MCH-006,OPR-004,2025-12-29,Tool Wear Damage,Minor,Rework,92.02,Environmental,True
QE-001415,PRD-RUN-000757,JOB-00190,PRD-003,MCH-006,OPR-004,2025-12-29,Alignment Error,Minor,Rework,29.31,Tool Wear,False
QE-001416,PRD-RUN-000758,JOB-00190,PRD-003,MCH-018,OPR-003,2025-12-30,Alignment Error,Major,Rework,115.51,Material Variation,False
QE-001417,PRD-RUN-000759,JOB-00191,PRD-002,MCH-006,OPR-004,2025-08-15,Tool Wear Damage,Major,Rework,116.02,Process Drift,False
QE-001418,PRD-RUN-000760,JOB-00191,PRD-002,MCH-012,OPR-001,2025-08-15,Alignment Error,Major,Scrap,39.03,Tool Wear,True
QE-001419,PRD-RUN-000761,JOB-00191,PRD-002,MCH-014,OPR-011,2025-08-15,Tool Wear Damage,Minor,Rework,118.22,Machine Calibration,False
QE-001420,PRD-RUN-000762,JOB-00191,PRD-002,MCH-017,OPR-013,2025-08-15,Dimensional Out-of-Spec,Major,Scrap,44.77,Tool Wear,False
QE-001421,PRD-RUN-000763,JOB-00192,PRD-005,MCH-004,OPR-001,2025-02-07,Material Defect,Major,Scrap,28.65,Machine Calibration,True
QE-001422,PRD-RUN-000763,JOB-00192,PRD-005,MCH-004,OPR-001,2025-02-07,Contamination,Major,Scrap,43.32,Material Variation,True
QE-001423,PRD-RUN-000763,JOB-00192,PRD-005,MCH-004,OPR-001,2025-02-07,Crack/Fracture,Minor,Rework,70.3,Material Variation,True
QE-001424,PRD-RUN-000764,JOB-00192,PRD-005,MCH-009,OPR-013,2025-02-07,Alignment Error,Minor,Use As-Is,0.0,Material Variation,True
QE-001425,PRD-RUN-000764,JOB-00192,PRD-005,MCH-009,OPR-013,2025-02-07,Tool Wear Damage,Minor,Rework,105.12,Tool Wear,False
QE-001426,PRD-RUN-000765,JOB-00192,PRD-005,MCH-016,OPR-002,2025-02-08,Material Defect,Major,Rework,52.35,Material Variation,True
QE-001427,PRD-RUN-000765,JOB-00192,PRD-005,MCH-016,OPR-002,2025-02-08,Crack/Fracture,Minor,Rework,95.5,Material Variation,True
QE-001428,PRD-RUN-000765,JOB-00192,PRD-005,MCH-016,OPR-002,2025-02-08,Surface Finish Defect,Major,Scrap,49.13,Environmental,True
QE-001429,PRD-RUN-000766,JOB-00192,PRD-005,MCH-018,OPR-014,2025-02-09,Crack/Fracture,Major,Scrap,28.46,Machine Calibration,True
QE-001430,PRD-RUN-000766,JOB-00192,PRD-005,MCH-018,OPR-014,2025-02-09,Contamination,Minor,Rework,85.68,Tool Wear,False
QE-001431,PRD-RUN-000766,JOB-00192,PRD-005,MCH-018,OPR-014,2025-02-09,Material Defect,Minor,Rework,65.34,Tool Wear,False
QE-001432,PRD-RUN-000767,JOB-00193,PRD-008,MCH-003,OPR-004,2025-10-01,Dimensional Out-of-Spec,Minor,Rework,36.25,Machine Calibration,True
QE-001433,PRD-RUN-000768,JOB-00193,PRD-008,MCH-010,OPR-015,2025-10-01,Surface Finish Defect,Minor,Use As-Is,0.0,Tool Wear,False
QE-001434,PRD-RUN-000769,JOB-00193,PRD-008,MCH-015,OPR-016,2025-10-01,Material Defect,Minor,Rework,58.77,Process Drift,True
QE-001435,PRD-RUN-000770,JOB-00193,PRD-008,MCH-018,OPR-012,2025-10-01,Assembly Error,Major,Use As-Is,0.0,Environmental,True
QE-001436,PRD-RUN-000771,JOB-00194,PRD-006,MCH-005,OPR-006,2025-06-24,Surface Finish Defect,Major,Rework,105.01,Environmental,True
QE-001437,PRD-RUN-000772,JOB-00194,PRD-006,MCH-009,OPR-013,2025-06-24,Contamination,Minor,Use As-Is,0.0,Tool Wear,True
QE-001438,PRD-RUN-000773,JOB-00194,PRD-006,MCH-011,OPR-005,2025-06-24,Assembly Error,Minor,Use As-Is,0.0,Tool Wear,False
QE-001439,PRD-RUN-000774,JOB-00194,PRD-006,MCH-017,OPR-011,2025-06-24,Tool Wear Damage,Minor,Rework,87.43,Operator Error,False
QE-001440,PRD-RUN-000775,JOB-00195,PRD-006,MCH-007,OPR-009,2024-12-06,Dimensional Out-of-Spec,Major,Scrap,14.64,Environmental,True
QE-001441,PRD-RUN-000775,JOB-00195,PRD-006,MCH-007,OPR-009,2024-12-06,Assembly Error,Major,Scrap,9.73,Tool Wear,True
QE-001442,PRD-RUN-000775,JOB-00195,PRD-006,MCH-007,OPR-009,2024-12-06,Dimensional Out-of-Spec,Minor,Rework,85.0,Environmental,True
QE-001443,PRD-RUN-000775,JOB-00195,PRD-006,MCH-007,OPR-009,2024-12-06,Assembly Error,Major,Rework,94.65,Machine Calibration,False
QE-001444,PRD-RUN-000775,JOB-00195,PRD-006,MCH-007,OPR-009,2024-12-06,Contamination,Major,Scrap,17.55,Machine Calibration,False
QE-001445,PRD-RUN-000775,JOB-00195,PRD-006,MCH-007,OPR-009,2024-12-06,Contamination,Major,Rework,98.79,Material Variation,False
QE-001446,PRD-RUN-000775,JOB-00195,PRD-006,MCH-007,OPR-009,2024-12-06,Tool Wear Damage,Minor,Rework,23.39,Material Variation,True
QE-001447,PRD-RUN-000775,JOB-00195,PRD-006,MCH-007,OPR-009,2024-12-06,Surface Finish Defect,Minor,Use As-Is,0.0,Process Drift,False
QE-001448,PRD-RUN-000776,JOB-00195,PRD-006,MCH-008,OPR-015,2024-12-07,Assembly Error,Major,Scrap,17.49,Material Variation,True
QE-001449,PRD-RUN-000776,JOB-00195,PRD-006,MCH-008,OPR-015,2024-12-07,Contamination,Minor,Rework,98.15,Process Drift,True
QE-001450,PRD-RUN-000776,JOB-00195,PRD-006,MCH-008,OPR-015,2024-12-07,Assembly Error,Major,Rework,15.35,Tool Wear,True
QE-001451,PRD-RUN-000776,JOB-00195,PRD-006,MCH-008,OPR-015,2024-12-07,Surface Finish Defect,Minor,Rework,89.83,Operator Error,False
QE-001452,PRD-RUN-000776,JOB-00195,PRD-006,MCH-008,OPR-015,2024-12-07,Tool Wear Damage,Major,Use As-Is,0.0,Environmental,False
QE-001453,PRD-RUN-000776,JOB-00195,PRD-006,MCH-008,OPR-015,2024-12-07,Crack/Fracture,Minor,Rework,46.92,Tool Wear,True
QE-001454,PRD-RUN-000776,JOB-00195,PRD-006,MCH-008,OPR-015,2024-12-07,Material Defect,Minor,Rework,78.53,Machine Calibration,True
QE-001455,PRD-RUN-000776,JOB-00195,PRD-006,MCH-008,OPR-015,2024-12-07,Surface Finish Defect,Minor,Rework,44.69,Material Variation,True
QE-001456,PRD-RUN-000777,JOB-00195,PRD-006,MCH-012,OPR-002,2024-12-08,Crack/Fracture,Major,Rework,91.65,Machine Calibration,True
QE-001457,PRD-RUN-000777,JOB-00195,PRD-006,MCH-012,OPR-002,2024-12-08,Contamination,Minor,Use As-Is,0.0,Material Variation,True
QE-001458,PRD-RUN-000777,JOB-00195,PRD-006,MCH-012,OPR-002,2024-12-08,Material Defect,Major,Rework,34.61,Machine Calibration,False
QE-001459,PRD-RUN-000777,JOB-00195,PRD-006,MCH-012,OPR-002,2024-12-08,Tool Wear Damage,Minor,Rework,102.63,Tool Wear,False
QE-001460,PRD-RUN-000777,JOB-00195,PRD-006,MCH-012,OPR-002,2024-12-08,Material Defect,Major,Scrap,9.66,Material Variation,True
QE-001461,PRD-RUN-000777,JOB-00195,PRD-006,MCH-012,OPR-002,2024-12-08,Alignment Error,Major,Rework,17.53,Process Drift,True
QE-001462,PRD-RUN-000777,JOB-00195,PRD-006,MCH-012,OPR-002,2024-12-08,Material Defect,Minor,Rework,28.85,Material Variation,True
QE-001463,PRD-RUN-000777,JOB-00195,PRD-006,MCH-012,OPR-002,2024-12-08,Surface Finish Defect,Minor,Rework,55.38,Process Drift,False
QE-001464,PRD-RUN-000778,JOB-00195,PRD-006,MCH-018,OPR-010,2024-12-09,Surface Finish Defect,Major,Rework,83.95,Machine Calibration,False
QE-001465,PRD-RUN-000778,JOB-00195,PRD-006,MCH-018,OPR-010,2024-12-09,Tool Wear Damage,Major,Rework,65.46,Material Variation,False
QE-001466,PRD-RUN-000778,JOB-00195,PRD-006,MCH-018,OPR-010,2024-12-09,Tool Wear Damage,Major,Rework,64.95,Machine Calibration,False
QE-001467,PRD-RUN-000778,JOB-00195,PRD-006,MCH-018,OPR-010,2024-12-09,Dimensional Out-of-Spec,Major,Rework,105.89,Tool Wear,False
QE-001468,PRD-RUN-000778,JOB-00195,PRD-006,MCH-018,OPR-010,2024-12-09,Tool Wear Damage,Minor,Rework,73.72,Operator Error,False
QE-001469,PRD-RUN-000778,JOB-00195,PRD-006,MCH-018,OPR-010,2024-12-09,Tool Wear Damage,Minor,Rework,68.3,Machine Calibration,True
QE-001470,PRD-RUN-000778,JOB-00195,PRD-006,MCH-018,OPR-010,2024-12-09,Crack/Fracture,Major,Scrap,12.77,Machine Calibration,False
QE-001471,PRD-RUN-000778,JOB-00195,PRD-006,MCH-018,OPR-010,2024-12-09,Tool Wear Damage,Major,Rework,117.73,Machine Calibration,False
QE-001472,PRD-RUN-000779,JOB-00196,PRD-004,MCH-005,OPR-004,2025-08-11,Assembly Error,Critical,Rework,40.49,Machine Calibration,False
QE-001473,PRD-RUN-000780,JOB-00196,PRD-004,MCH-012,OPR-015,2025-08-11,Alignment Error,Minor,Rework,31.33,Tool Wear,True
QE-001474,PRD-RUN-000781,JOB-00196,PRD-004,MCH-018,OPR-002,2025-08-11,Dimensional Out-of-Spec,Critical,Scrap,20.89,Environmental,False
QE-001475,PRD-RUN-000782,JOB-00197,PRD-006,MCH-007,OPR-012,2025-06-30,Dimensional Out-of-Spec,Major,Rework,86.17,Environmental,False
QE-001476,PRD-RUN-000783,JOB-00197,PRD-006,MCH-009,OPR-014,2025-06-30,Contamination,Minor,Rework,17.28,Tool Wear,True
QE-001477,PRD-RUN-000784,JOB-00197,PRD-006,MCH-012,OPR-010,2025-06-30,Tool Wear Damage,Minor,Rework,104.98,Tool Wear,False
QE-001478,PRD-RUN-000785,JOB-00197,PRD-006,MCH-017,OPR-009,2025-06-30,Surface Finish Defect,Major,Rework,44.73,Machine Calibration,False
QE-001479,PRD-RUN-000786,JOB-00198,PRD-003,MCH-002,OPR-010,2024-02-21,Material Defect,Minor,Rework,82.77,Machine Calibration,False
QE-001480,PRD-RUN-000787,JOB-00198,PRD-003,MCH-009,OPR-014,2024-02-21,Assembly Error,Minor,Rework,33.2,Operator Error,False
QE-001481,PRD-RUN-000788,JOB-00198,PRD-003,MCH-005,OPR-015,2024-02-21,Alignment Error,Minor,Use As-Is,0.0,Tool Wear,False
QE-001482,PRD-RUN-000789,JOB-00198,PRD-003,MCH-018,OPR-010,2024-02-21,Contamination,Major,Rework,106.55,Process Drift,True
QE-001483,PRD-RUN-000790,JOB-00199,PRD-006,MCH-007,OPR-002,2025-09-22,Surface Finish Defect,Minor,Rework,52.68,Environmental,False
QE-001484,PRD-RUN-000791,JOB-00199,PRD-006,MCH-010,OPR-004,2025-09-22,Contamination,Minor,Rework,34.63,Tool Wear,False
QE-001485,PRD-RUN-000792,JOB-00199,PRD-006,MCH-012,OPR-002,2025-09-22,Tool Wear Damage,Minor,Scrap,9.18,Tool Wear,True
QE-001486,PRD-RUN-000793,JOB-00199,PRD-006,MCH-018,OPR-008,2025-09-22,Contamination,Minor,Rework,47.42,Material Variation,False
QE-001487,PRD-RUN-000802,JOB-00202,PRD-007,MCH-003,OPR-012,2025-04-15,Alignment Error,Major,Rework,54.82,Material Variation,True
QE-001488,PRD-RUN-000803,JOB-00202,PRD-007,MCH-008,OPR-005,2025-04-15,Surface Finish Defect,Major,Rework,18.69,Operator Error,True
QE-001489,PRD-RUN-000804,JOB-00202,PRD-007,MCH-010,OPR-004,2025-04-15,Assembly Error,Major,Rework,73.31,Operator Error,True
QE-001490,PRD-RUN-000805,JOB-00202,PRD-007,MCH-012,OPR-003,2025-04-15,Surface Finish Defect,Minor,Rework,62.74,Process Drift,True
QE-001491,PRD-RUN-000806,JOB-00202,PRD-007,MCH-018,OPR-010,2025-04-15,Surface Finish Defect,Minor,Rework,66.77,Process Drift,True
QE-001492,PRD-RUN-000811,JOB-00204,PRD-002,MCH-005,OPR-009,2025-02-14,Contamination,Minor,Rework,29.01,Process Drift,False
QE-001493,PRD-RUN-000811,JOB-00204,PRD-002,MCH-005,OPR-009,2025-02-14,Contamination,Major,Scrap,42.88,Process Drift,False
QE-001494,PRD-RUN-000812,JOB-00204,PRD-002,MCH-012,OPR-008,2025-02-14,Contamination,Major,Scrap,61.0,Environmental,True
QE-001495,PRD-RUN-000813,JOB-00204,PRD-002,MCH-013,OPR-012,2025-02-14,Assembly Error,Minor,Rework,52.53,Tool Wear,False
QE-001496,PRD-RUN-000813,JOB-00204,PRD-002,MCH-013,OPR-012,2025-02-14,Tool Wear Damage,Minor,Rework,98.26,Environmental,True
QE-001497,PRD-RUN-000814,JOB-00204,PRD-002,MCH-018,OPR-007,2025-02-15,Material Defect,Minor,Use As-Is,0.0,Operator Error,False
QE-001498,PRD-RUN-000814,JOB-00204,PRD-002,MCH-018,OPR-007,2025-02-15,Contamination,Major,Scrap,34.85,Material Variation,True
QE-001499,PRD-RUN-000815,JOB-00205,PRD-002,MCH-006,OPR-009,2024-05-20,Material Defect,Minor,Use As-Is,0.0,Machine Calibration,False
QE-001500,PRD-RUN-000815,JOB-00205,PRD-002,MCH-006,OPR-009,2024-05-20,Dimensional Out-of-Spec,Minor,Use As-Is,0.0,Tool Wear,False
QE-001501,PRD-RUN-000816,JOB-00205,PRD-002,MCH-011,OPR-009,2024-05-20,Surface Finish Defect,Minor,Scrap,34.81,Process Drift,False
QE-001502,PRD-RUN-000816,JOB-00205,PRD-002,MCH-011,OPR-009,2024-05-20,Dimensional Out-of-Spec,Minor,Scrap,61.97,Process Drift,False
QE-001503,PRD-RUN-000817,JOB-00205,PRD-002,MCH-013,OPR-013,2024-05-20,Contamination,Major,Rework,83.08,Tool Wear,False
QE-001504,PRD-RUN-000818,JOB-00205,PRD-002,MCH-017,OPR-010,2024-05-21,Dimensional Out-of-Spec,Major,Rework,84.81,Machine Calibration,True
QE-001505,PRD-RUN-000818,JOB-00205,PRD-002,MCH-017,OPR-010,2024-05-21,Alignment Error,Minor,Rework,59.72,Machine Calibration,False
QE-001506,PRD-RUN-000819,JOB-00206,PRD-008,MCH-003,OPR-001,2025-03-04,Tool Wear Damage,Minor,Rework,94.92,Operator Error,False
QE-001507,PRD-RUN-000820,JOB-00206,PRD-008,MCH-009,OPR-007,2025-03-04,Tool Wear Damage,Major,Rework,112.46,Tool Wear,True
QE-001508,PRD-RUN-000821,JOB-00206,PRD-008,MCH-013,OPR-014,2025-03-04,Crack/Fracture,Minor,Rework,23.61,Operator Error,True
QE-001509,PRD-RUN-000822,JOB-00206,PRD-008,MCH-017,OPR-009,2025-03-04,Material Defect,Minor,Rework,33.1,Environmental,False
QE-001510,PRD-RUN-000823,JOB-00207,PRD-001,MCH-003,OPR-015,2024-03-20,Contamination,Minor,Rework,105.94,Operator Error,False
